dataset,N,N_indexed,overlay_model,revocation_scope,user_type,frac,seed,p_accessible_after_revocation,score_frontier_expand_return_leakage,drift10_before_after,overlay_selected,effective_view_class_count,memory_ratio_vs_shared
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.2,7,True,0.0,0.003603,own-effective-view,102,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.2,8,True,0.0,0.001203,own-effective-view,102,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.2,9,True,0.0,0.001114,own-effective-view,102,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.2,0,True,0.0,0.000675,own-effective-view,102,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.2,1,True,0.0,0.002163,own-effective-view,102,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.2,2,True,0.0,0.001672,own-effective-view,102,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.2,3,True,0.0,0.002636,own-effective-view,102,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.2,4,True,0.0,0.002302,own-effective-view,102,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.2,5,True,0.0,0.000647,own-effective-view,102,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.2,6,True,0.0,4.3e-05,own-effective-view,102,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.2,7,True,0.0,0.003329,own-effective-view,102,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.2,8,True,0.0,0.002905,own-effective-view,102,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.2,9,True,0.0,0.002354,own-effective-view,102,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.3,0,False,0.0,0.014573,revoked-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.3,1,False,0.0,0.009631,revoked-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.3,2,False,0.0,0.013055,revoked-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.3,3,False,0.0,0.013519,revoked-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.3,4,False,0.0,0.008489,revoked-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.3,5,False,0.0,0.006565,revoked-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.3,6,False,0.0,0.009549,revoked-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.3,7,False,0.0,0.010597,revoked-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.3,8,False,0.0,0.009228,revoked-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.3,9,False,0.0,0.011444,revoked-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.3,0,True,0.0,0.001689,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.3,1,True,0.0,0.003646,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.3,2,True,0.0,0.002723,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.3,3,True,0.0,0.002824,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.3,4,True,0.0,0.002064,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.3,5,True,0.0,0.003614,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.3,6,True,0.0,0.001308,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.3,7,True,0.0,0.002782,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.3,8,True,0.0,0.002869,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.3,9,True,0.0,0.003043,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.3,0,True,0.0,0.001931,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.3,1,True,0.0,0.00177,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.3,2,True,0.0,0.000834,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.3,3,True,0.0,0.002232,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.3,4,True,0.0,0.004075,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.3,5,True,0.0,0.001999,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.3,6,True,0.0,0.002754,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.3,7,True,0.0,0.002294,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.3,8,True,0.0,0.001678,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.3,9,True,0.0,0.00168,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.3,0,True,0.0,0.001556,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.3,1,True,0.0,0.002531,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.3,2,True,0.0,0.001801,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.3,3,True,0.0,0.001672,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.3,4,True,0.0,0.001336,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.3,5,True,0.0,0.002597,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.3,6,True,0.0,0.003386,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.3,7,True,0.0,0.002702,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.3,8,True,0.0,0.003877,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.3,9,True,0.0,0.001606,own-effective-view,142,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.4,0,False,0.0,0.012243,revoked-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.4,1,False,0.0,0.015832,revoked-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.4,2,False,0.0,0.012141,revoked-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.4,3,False,0.0,0.008802,revoked-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.4,4,False,0.0,0.013978,revoked-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.4,5,False,0.0,0.012009,revoked-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.4,6,False,0.0,0.01309,revoked-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.4,7,False,0.0,0.009325,revoked-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.4,8,False,0.0,0.011903,revoked-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.4,9,False,0.0,0.009597,revoked-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.4,0,True,0.0,0.002536,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.4,1,True,0.0,0.004641,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.4,2,True,0.0,0.002498,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.4,3,True,0.0,0.003955,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.4,4,True,0.0,0.001823,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.4,5,True,0.0,0.002372,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.4,6,True,0.0,0.002719,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.4,7,True,0.0,0.004409,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.4,8,True,0.0,0.001872,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.4,9,True,0.0,0.002002,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.4,0,True,0.0,0.004123,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.4,1,True,0.0,0.001715,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.4,2,True,0.0,0.001565,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.4,3,True,0.0,0.003249,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.4,4,True,0.0,0.004727,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.4,5,True,0.0,0.002418,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.4,6,True,0.0,0.003282,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.4,7,True,0.0,0.003666,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.4,8,True,0.0,0.001688,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.4,9,True,0.0,0.001318,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.4,0,True,0.0,0.001472,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.4,1,True,0.0,0.004182,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.4,2,True,0.0,0.00113,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.4,3,True,0.0,0.000576,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.4,4,True,0.0,0.000113,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.4,5,True,0.0,0.004452,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.4,6,True,0.0,0.001692,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.4,7,True,0.0,0.001863,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.4,8,True,0.0,0.004219,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,ancestor_descendant_still_authorized,0.4,9,True,0.0,0.001824,own-effective-view,182,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.5,0,False,0.0,0.016772,revoked-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.5,1,False,0.0,0.013746,revoked-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.5,2,False,0.0,0.012993,revoked-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.5,3,False,0.0,0.014733,revoked-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.5,4,False,0.0,0.01113,revoked-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.5,5,False,0.0,0.016086,revoked-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.5,6,False,0.0,0.015262,revoked-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.5,7,False,0.0,0.013921,revoked-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.5,8,False,0.0,0.013858,revoked-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,revoked_user,0.5,9,False,0.0,0.011076,revoked-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.5,0,True,0.0,0.004155,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.5,1,True,0.0,0.003447,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.5,2,True,0.0,0.004625,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.5,3,True,0.0,0.004728,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.5,4,True,0.0,0.001772,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.5,5,True,0.0,0.002096,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.5,6,True,0.0,0.001137,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.5,7,True,0.0,0.002603,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.5,8,True,0.0,0.005269,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,same_role_still_authorized,0.5,9,True,0.0,0.003219,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.5,0,True,0.0,0.002107,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.5,1,True,0.0,0.002582,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.5,2,True,0.0,0.004335,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.5,3,True,0.0,0.001044,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.5,4,True,0.0,0.003155,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.5,5,True,0.0,0.002423,own-effective-view,222,1.0
LegalBench-RAG,1200000,1200000,pure-per-role-overlay,role-level,different_role_still_authorized,0.5,6,True,0.0,0.004917,own-effective-view,222,1.0
